,Unnamed: 0,class,language,question,pos,ner
574,574,DATE,nl,In welke maand werd de Eurotunnel in gebruik genomen?,"['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'X', 'VERB', 'PUNCT']","['', '', '', '', '', 'ORG', '', '', '', '']"
575,575,DATE,en,In which month was the Eurotunnel inaugurated?,"['ADP', 'DET', 'NOUN', 'VERB', 'DET', 'PROPN', 'VERB', 'PUNCT']","['', 'DATE', 'DATE', '', '', 'ORG', '', '']"
576,576,MEASURE,it,Quanti tipi di squali esistono?,"['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '']"
577,577,MEASURE,es,¿Cuántos tipos the tiburones hay?,"['PUNCT', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'AUX', 'PUNCT']","['', 'ORG', '', '', '', '', '']"
578,578,MEASURE,nl,Hoeveel soorten haaien zijn er?,"['NUM', 'NOUN', 'NOUN', 'VERB', 'ADV', 'PUNCT']","['', '', '', '', '', '']"
579,579,MEASURE,en,How many kinds of sharks are there?,"['ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'PUNCT']","['', '', '', '', '', '', '', '']"
580,580,MEASURE,it,Quante squadre giocano nel campionato di calcio italiano?,"['DET', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
581,581,MEASURE,es,¿Cuántos clubes de fútbol juegan en la liga italiana?,"['PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', 'ORG', '', '', '', '', '', '', '', '', '']"
582,582,MEASURE,nl,Hoeveel voetbalteams doen mee aan het Italiaanse kampioenschap?,"['NUM', 'NOUN', 'VERB', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'MISC', '', '']"
583,583,MEASURE,en,How many football teams play in the Italian championship?,"['ADV', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', 'NORP', '', '']"
584,584,PERSON,it,Come si chiama il Presidente del Consiglio italiano?,"['ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', '']"
585,585,PERSON,es,¿Cómo se llama el primer ministro italiano?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PUNCT']","['', 'LOC', '', '', '', '', '', '', '']"
586,586,PERSON,nl,Hoe heet de Italiaanse premier?,"['ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', 'MISC', '', '']"
587,587,PERSON,en,What is the name of the Italian Prime Minister?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'NORP', '', '', '']"
588,588,OTHER,it,"Qual è il titolo della canzone inedita di John Lennon registrata da Paul McCartney, George Harrison e Ringo Star?","['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'CONJ', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'PER', 'PER', '', '', 'PER', 'PER', '', 'PER', 'PER', '', 'MISC', 'MISC', '']"
589,589,OTHER,es,"¿Cúal es el título de la canción inédita de John Lennon grabada por Paul McCartney, George Harrison y Ringo Star?","['PUNCT', 'PROPN', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'CONJ', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', 'PER', 'PER', '', '', 'PER', 'PER', '', 'PER', 'PER', '', 'PER', 'PER', '']"
590,590,OTHER,nl,"Hoe heet het nooit gepubliceerde nummer van John Lennon dat door Paul McCartney, George Harrison and Ringo Starr is opgenomen?","['ADV', 'VERB', 'PRON', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PRON', 'ADP', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'PROPN', 'VERB', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', 'PER', 'PER', '', '', 'PER', 'PER', '', 'PER', 'PER', '', 'PER', 'PER', '', '', '']"
591,591,OTHER,en,"What is the name of the unpublished John Lennon song recorded by Paul McCartney, George Harrison and Ringo Star?","['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'PERSON', 'PERSON', '', '', '', 'PERSON', 'PERSON', '', 'PERSON', 'PERSON', '', 'ORG', 'ORG', '']"
592,592,PERSON,it,Chi è il fondatore del gruppo Beatles?,"['PRON', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', '']"
593,593,PERSON,es,¿Quién es el fundador de los Beatles?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","['PER', 'PER', '', '', '', '', '', 'ORG', 'ORG']"
594,594,PERSON,nl,Wie heeft de Beatles opgericht?,"['PRON', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT']","['', '', '', 'ORG', '', '']"
595,595,PERSON,en,Who is the Beatles' founder?,"['PRON', 'VERB', 'DET', 'PROPN', 'PART', 'NOUN', 'PUNCT']","['', '', '', 'ORG', '', '', '']"
596,596,PERSON,it,Chi è il terrorista internazionale più famoso?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '']"
597,597,PERSON,es,¿Quién es el terrorista internacional más buscado?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '']"
598,598,PERSON,nl,Wie is de bekendste internationale terrorist?,"['PRON', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '']"
599,599,PERSON,en,Who is the most famous international terrorist?,"['PRON', 'VERB', 'DET', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
600,600,LOCATION,es,¿En qué ciudad está la puerta de Brandeburgo?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', '']"
601,601,LOCATION,it,In quale città si trova la Porta di Brandeburgo?,"['ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
602,602,LOCATION,nl,In welke stad is de Brandenburger Tor?,"['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', 'LOC', '']"
603,603,LOCATION,en,What city is the Brandenburg Gate in?,"['DET', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'ADP', 'PUNCT']","['', '', '', 'FAC', 'FAC', 'FAC', '', '']"
604,604,PERSON,es,¿Qué primer ministro francés se suicidó en los años 90?,"['PUNCT', 'PRON', 'ADJ', 'NOUN', 'ADJ', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'NUM', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '', '']"
605,605,PERSON,it,Quale primo ministro francese si suicidò negli anni 90?,"['DET', 'ADJ', 'NOUN', 'ADJ', 'PRON', 'VERB', 'NOUN', 'NOUN', 'NUM', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
606,606,PERSON,nl,Welke Franse permier pleegde zelfmoord in de jaren 90?,"['PRON', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'NUM', 'PUNCT']","['', 'MISC', '', '', '', '', '', '', '', '']"
607,607,PERSON,en,What French prime minister committed suicide in the 90s?,"['PRON', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', 'NORP', '', '', '', '', '', 'DATE', 'DATE', '']"
608,608,LOCATION,es,¿Cuál es la capital de Turkmenistán?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['LOC', 'LOC', '', '', '', '', 'LOC', '']"
609,609,LOCATION,it,Qual è la capitale del Turkmenistan?,"['PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']","['LOC', '', '', '', '', 'LOC', '']"
610,610,LOCATION,nl,Wat is de Turkmeense hoofdstad?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', 'LOC', '', '']"
611,611,LOCATION,en,What is the capital of Turkmenistan?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', 'GPE', '']"
612,612,LOCATION,es,¿Dónde se celebró la Conferencia Mundial de Población?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', 'LOC', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', '']"
613,613,LOCATION,it,Dove si è svolta la Conferenza Mondiale sulla Popolazione?,"['ADV', 'PRON', 'AUX', 'VERB', 'DET', 'PROPN', 'ADJ', 'VERB', 'PROPN', 'PUNCT']","['', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', '']"
614,614,LOCATION,nl,In welke stad werd de Internationale Conferentie over Bevolking en Ontwikkeling gehouden?,"['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'VERB', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', '', 'LOC', '', 'LOC', '', '']"
615,615,LOCATION,en,Where did the World Population Conference take place?,"['ADV', 'VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'PUNCT']","['', '', 'EVENT', 'EVENT', 'EVENT', 'EVENT', '', '', '']"
616,616,MEASURE,es,¿Cuál fue la extensión de los incendios forestales cerca de Sydney?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADV', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '', 'LOC', '']"
617,617,MEASURE,it,Quanto territorio fu interessato dagli incendi boschivi vicino a Sydney?,"['ADV', 'NOUN', 'AUX', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'LOC', '']"
618,618,MEASURE,nl,Hoe groot is het gebied dat door de bosbranden bij Sydney werd verwoest?,"['ADV', 'ADJ', 'VERB', 'DET', 'NOUN', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', 'LOC', '', '', '']"
619,619,MEASURE,en,How much territory was affected by the forest fires near Sydney?,"['ADV', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', 'GPE', '']"
620,620,MEASURE,es,¿Cuántos países pertenen al Espacio Económico Europeo?,"['PUNCT', 'NOUN', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', 'ORG', '', '', '', 'ORG', 'ORG', 'ORG', '']"
621,621,MEASURE,it,Quanti paesi appartengono allo Spazio Economico Europeo?,"['DET', 'NOUN', 'VERB', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', 'LOC', 'LOC', '']"
622,622,MEASURE,nl,Hoeveel landen nemen deel in de Europese Economische Ruimte?,"['NUM', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET', 'ADJ', 'X', 'X', 'PUNCT']","['', '', '', '', '', '', 'ORG', 'ORG', 'ORG', '']"
623,623,MEASURE,en,How many countries belong to the European Economic Area?,"['ADV', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '']"
624,624,ORGANIZATION,es,¿Qué significan las siglas OMC?,"['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', 'ORG', '']"
625,625,ORGANIZATION,it,Che cosa significa la sigla WTO?,"['DET', 'PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'MISC', '']"
626,626,ORGANIZATION,nl,Waar staat de afkorting WTO voor?,"['ADV', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADV', 'PUNCT']","['', '', '', '', 'ORG', '', '']"
627,627,ORGANIZATION,en,What do the initials WTO stand for?,"['PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'VERB', 'ADP', 'PUNCT']","['', '', '', '', 'ORG', '', '', '']"
628,628,OTHER,es,¿Por qué teoría se ha concedido el Premio Nobel de Economía?,"['PUNCT', 'ADP', 'PRON', 'NOUN', 'PRON', 'AUX', 'VERB', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC']"
629,629,OTHER,it,Qual è la teoria per la quale è stato assegnato il premio Nobel per l'economia?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PRON', 'AUX', 'AUX', 'VERB', 'DET', 'NOUN', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', '']"
630,630,OTHER,nl,Voor welke theorie is de Nobelprijs voor de Economie toegekend?,"['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', '', '']"
631,631,OTHER,en,What is the theory for which the Nobel Prize of Economy was awarded?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'VERB', 'VERB', 'PUNCT']","['', '', '', '', '', '', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', '', '', '']"
632,632,LOCATION,es,¿Dónde se hundió el Estonia?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', 'LOC', '', '', '', 'LOC', '']"
633,633,LOCATION,it,"Dove affondò l' ""Estonia""?","['ADV', 'VERB', 'X', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', 'LOC', '', '']"
634,634,LOCATION,nl,Waar is de Estonia gezonken?,"['ADV', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT']","['', '', '', 'LOC', '', '']"
635,635,LOCATION,en,"Where did the ""Estonia"" sink?","['ADV', 'VERB', 'DET', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT']","['', '', '', '', 'GPE', '', '', '']"
636,636,DATE,es,¿En qué año se hundió el Mar Egeo?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', '', '', '', 'LOC', 'LOC', '']"
637,637,DATE,it,"In quale anno affondò l' ""Aegeum Sea""?","['ADP', 'DET', 'NOUN', 'VERB', 'X', 'PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', 'MISC', 'MISC', '', '']"
638,638,DATE,nl,"In welk jaar zonk de ""Mar Egeo""?","['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', 'MISC', 'MISC', '', '']"
639,639,DATE,en,"What year did the ""Mar Egeo"" sink?","['DET', 'NOUN', 'VERB', 'DET', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
640,640,ORGANIZATION,es,¿Qué país invadió Haití?,"['PUNCT', 'DET', 'NOUN', 'VERB', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', 'PER', '']"
641,641,ORGANIZATION,it,Quale paese invase Haiti?,"['DET', 'NOUN', 'VERB', 'PROPN', 'PUNCT']","['', '', '', 'LOC', '']"
642,642,ORGANIZATION,nl,Welk land pleegde een invasie in Haïti?,"['PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '']"
643,643,ORGANIZATION,en,What country invaded Haiti?,"['PRON', 'NOUN', 'VERB', 'PROPN', 'PUNCT']","['', '', '', 'GPE', '']"
644,644,OTHER,es,¿Qué fenómeno importante en el Pacífico Sur influye en el clima mundial?,"['PUNCT', 'PRON', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'LOC', 'LOC', '', '', '', '', '', '']"
645,645,OTHER,it,Quale importante fenomeno del Sud Pacifico influenza il clima mondiale?,"['DET', 'ADJ', 'NOUN', 'DET', 'PROPN', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', 'LOC', 'LOC', '', '', '', '', '']"
646,646,OTHER,nl,Welk fenomeen in de Stille Oceaan beïnvloed het wereldklimaat?,"['PRON', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', 'LOC', 'LOC', '', '', '', '']"
647,647,OTHER,en,What important phenomenon of the South Pacific influences the global climate?,"['DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', 'LOC', 'LOC', '', '', '', '', '']"
648,648,PERSON,es,¿Quién ganó el Tour?,"['PUNCT', 'PRON', 'VERB', 'DET', 'PROPN', 'PUNCT']","['PER', 'PER', '', '', 'MISC', 'MISC']"
649,649,PERSON,it,"Chi ha vinto il ""Tour de France""?","['PRON', 'AUX', 'VERB', 'DET', 'PUNCT', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', 'ORG', '', '']"
650,650,PERSON,nl,Wie won de Ronde van Frankrijk?,"['PRON', 'VERB', 'DET', 'NOUN', 'X', 'X', 'PUNCT']","['', '', '', 'MISC', 'MISC', 'MISC', '']"
651,651,PERSON,en,"Who won the ""Tour de France""?","['PRON', 'VERB', 'DET', 'PUNCT', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PUNCT']","['', '', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', '', '']"
652,652,DATE,es,¿Cuándo comenzó el embargo sobre Irak?,"['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'LOC', '']"
653,653,DATE,it,Quando iniziò l'embargo all'Iraq?,"['ADV', 'VERB', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', '']"
654,654,DATE,nl,Wanneer begon het embargo tegen Irak?,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', 'LOC', '']"
655,655,DATE,en,When did the embargo on Irak begin?,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'VERB', 'PUNCT']","['', '', '', '', '', 'ORG', '', '']"
656,656,PERSON,es,¿Qué presidente ruso ordenó la intervención en Chechenia?,"['PUNCT', 'DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', 'LOC', '']"
657,657,PERSON,it,Quale presidente russo ordinò l'intervento in Cecenia?,"['DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', '']"
658,658,PERSON,nl,Welke Russische president gaf opdracht tot de interventie in Tsjetsjenië?,"['PRON', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', 'MISC', '', '', '', '', '', '', '', 'LOC', '']"
659,659,PERSON,en,What Russian president ordered the intervention of Chechyna?,"['PRON', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', 'NORP', '', '', '', '', '', 'ORG', '']"
660,660,LOCATION,es,¿Dónde está Chiapas?,"['PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']","['', 'LOC', '', 'LOC', '']"
661,661,LOCATION,it,Dove si trova il Chiapas?,"['ADV', 'PRON', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', '']"
662,662,LOCATION,nl,Waar is Chiapas?,"['ADV', 'VERB', 'NOUN', 'PUNCT']","['', '', 'LOC', '']"
663,663,LOCATION,en,Where is Chiapas?,"['ADV', 'VERB', 'PROPN', 'PUNCT']","['', '', 'GPE', '']"
664,664,LOCATION,es,¿En qué ciudad se celebró la final del mundial de fútbol?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', '', '', '', '', '', '', '', '', '']"
665,665,LOCATION,it,Quale città ha ospitato la finale della Coppa del Mondo di calcio?,"['DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADJ', 'PROPN', 'DET', 'PROPN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', '']"
666,666,LOCATION,nl,In welke stad vond de finale van het WK voetbal plaats?,"['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', 'MISC', 'MISC', '', '']"
667,667,LOCATION,en,What city hosted the final match of the World Football Championship?,"['DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'EVENT', 'EVENT', 'EVENT', 'EVENT', '']"
668,668,MEASURE,es,¿Cuántos goles se marcaron en la final del mundial?,"['PUNCT', 'NOUN', 'NOUN', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', 'ORG', 'ORG', '', '', '', '', '', '', '', '']"
669,669,MEASURE,it,Quante reti vennero segnate nella finale della Coppa del Mondo di calcio?,"['DET', 'NOUN', 'AUX', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'PROPN', 'DET', 'PROPN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', '']"
670,670,MEASURE,nl,Hoeveel doelpunten vielen er tijden de finale van het WK voetbal?,"['NUM', 'NOUN', 'VERB', 'ADV', 'NOUN', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC']"
671,671,MEASURE,en,How many goals were scored at the World Football Championship final?,"['ADV', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', 'EVENT', 'EVENT', 'EVENT', 'EVENT', '', '']"
672,672,OTHER,es,¿Cómo se llama la moneda china?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', 'LOC', '', '', '', '', '', '']"
673,673,OTHER,it,Come si chiama la moneta nazionale cinese?,"['ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '']"
674,674,OTHER,nl,Hoe heet de Chinese munteenheid?,"['ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', 'MISC', '', '']"
675,675,OTHER,en,What is the Chinese currency called?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'PUNCT']","['', '', '', 'NORP', '', '', '']"
676,676,LOCATION,es,¿En qué parte de Rusia se rompió un oleoducto?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', '', 'LOC', '', '', '', '', '']"
677,677,LOCATION,it,In quale parte della Russia si ruppe un oleodotto?,"['ADP', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', 'LOC', '', '', '', '', '']"
678,678,LOCATION,nl,In welk deel van Rusland is een oliepijpleiding gebroken?,"['ADP', 'PRON', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', 'LOC', '', '', '', '', '']"
679,679,LOCATION,en,In what part of Russia did an oilpipe burst?,"['ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', 'GPE', '', '', '', '', '']"
680,680,MEASURE,es,¿Qué magnitud tuvo el terremoto que sacudió el norte de Japón?,"['PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '', 'LOC', '']"
681,681,MEASURE,it,Che grado di magnitudo raggiunse il terremoto che colpì il Giappone settentrionale?,"['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'PROPN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', 'LOC', '', '']"
